102;102.619969623442,536.780941673302
103;102.461584472604,541.690881349265
104;102.303199321767,546.600821025227
105;102.144814170929,551.51076070119
106;101.986429020092,556.420700377153
107;101.828043869254,561.330640053116
108;101.669658718417,566.240579729079
109;101.511273567579,571.150519405042
110;101.352888416742,576.060459081005
111;101.194503265904,580.970398756967
112;101.036118115067,585.88033843293
113;100.877732964229,590.790278108893
114;100.719347813392,595.700217784856
115;100.560962662554,600.610157460819
116;100.402577511717,605.520097136782
117;100.244192360879,610.430036812745
118;100.085807210042,615.339976488708
119;99.9274220592042,620.24991616467
120;99.7690369083667,625.159855840633
121;99.6106517575292,630.069795516596
122;99.4522666066916,634.979735192559
123;99.2938814558541,639.889674868522
124;99.1354963050166,644.799614544485
125;99.5174262280958,648.513932937243
126;103.097887725609,645.150469106246
127;106.678349223122,641.787005275249
128;110.258810720635,638.423541444252
129;113.839272218148,635.060077613255
130;117.419733715661,631.696613782257
131;121.000195213174,628.33314995126
132;124.580656710688,624.969686120263
133;128.161118208201,621.606222289266
134;131.741579705714,618.242758458269
135;135.322041203227,614.879294627272
136;138.90250270074,611.515830796274
137;142.482964198253,608.152366965277
138;146.063425695766,604.78890313428
139;149.64388719328,601.425439303283
140;153.224348690793,598.061975472286
141;156.804810188306,594.698511641288
142;160.385271685819,591.335047810291
143;163.965733183332,587.971583979294
144;167.546194680845,584.608120148297
145;171.126656178358,581.2446563173
146;174.707117675871,577.881192486303
147;178.287579173385,574.517728655305
148;181.868040670898,571.154264824308
149;185.448502168411,567.790800993311
150;189.028963665924,564.427337162314
151;192.609425163437,561.063873331317
152;196.18988666095,557.700409500319
153;199.770348158463,554.336945669322
154;203.350809655977,550.973481838325
155;206.93127115349,547.610018007328
156;210.511732651003,544.246554176331
157;214.092194148516,540.883090345334
158;217.672655646029,537.519626514336
159;221.253117143542,534.156162683339
160;224.833578641055,530.792698852342
161;228.414040138568,527.429235021345
162;231.994501636082,524.065771190348
163;235.574963133595,520.70230735935
164;239.155424631108,517.338843528353
165;242.735886128621,513.975379697356
166;246.316347626134,510.611915866359
167;249.896809123647,507.248452035362
168;253.47727062116,503.884988204365
169;257.057732118673,500.521524373367
170;260.638193616187,497.15806054237
171;264.2186551137,493.794596711373
172;267.799116611213,490.431132880376
173;271.379578108726,487.067669049379
174;274.960039606239,483.704205218382
175;278.540501103752,480.340741387384
176;282.120962601265,476.977277556387
177;285.701424098779,473.61381372539
178;289.281885596292,470.250349894393
179;292.862347093805,466.886886063395
180;296.442808591318,463.523422232398
181;300.023270088831,460.159958401401
182;303.603731586344,456.796494570404
183;307.184193083857,453.433030739407
184;310.764654581371,450.06956690841
185;314.345116078884,446.706103077412
186;317.925577576397,443.342639246415
187;321.50603907391,439.979175415418
188;325.086500571423,436.615711584421
189;328.666962068936,433.252247753424
190;332.247423566449,429.888783922426
191;335.827885063962,426.525320091429
192;339.408346561475,423.161856260432
193;342.988808058989,419.798392429435
194;346.569269556502,416.434928598438
195;350.149731054015,413.071464767441
196;353.730192551528,409.708000936443
197;357.310654049041,406.344537105446
198;360.891115546554,402.981073274449
199;361.538206696986,399.607267797916
200;357.981549803033,396.218641938323
201;354.424892909081,392.83001607873
202;350.868236015128,389.441390219138
203;347.311579121175,386.052764359545
204;343.754922227223,382.664138499953
205;340.19826533327,379.27551264036
206;336.641608439318,375.886886780767
207;333.084951545365,372.498260921175
208;329.528294651413,369.109635061582
209;325.97163775746,365.721009201989
210;322.414980863507,362.332383342397
211;318.858323969555,358.943757482804
212;315.301667075602,355.555131623212
213;311.74501018165,352.166505763619
214;308.188353287697,348.777879904026
215;304.631696393745,345.389254044434
216;301.075039499792,342.000628184841
217;297.518382605839,338.612002325248
218;293.961725711887,335.223376465656
219;290.405068817934,331.834750606063
220;286.848411923982,328.446124746471
221;283.291755030029,325.057498886878
222;279.735098136077,321.668873027286
223;276.178441242124,318.280247167693
224;272.621784348171,314.8916213081
225;269.065127454219,311.502995448508
226;265.508470560266,308.114369588915
227;261.951813666314,304.725743729322
228;258.395156772361,301.33711786973
229;254.838499878409,297.948492010137
230;251.281842984456,294.559866150545
231;247.725186090503,291.171240290952
232;244.168529196551,287.782614431359
233;240.611872302598,284.393988571767
234;237.055215408645,281.005362712174
235;233.498558514693,277.616736852581
236;229.94190162074,274.228110992989
237;226.385244726788,270.839485133396
238;222.828587832835,267.450859273804
239;219.271930938882,264.062233414211
240;215.71527404493,260.673607554618
241;212.158617150977,257.284981695026
242;208.601960257025,253.896355835433
243;205.045303363072,250.50772997584
244;201.48864646912,247.119104116248
245;197.931989575167,243.730478256655
246;194.375332681214,240.341852397063
247;190.818675787262,236.95322653747
248;187.262018893309,233.564600677877
249;183.705361999357,230.175974818285
250;180.148705105404,226.787348958692
251;176.592048211452,223.3987230991
252;173.035391317499,220.010097239507
253;169.478734423546,216.621471379914
254;165.922077529594,213.232845520322
255;162.365420635641,209.844219660729
256;158.808763741689,206.455593801136
257;155.252106847736,203.066967941544
258;151.695449953784,199.678342081951
259;148.138793059831,196.289716222359
260;144.582136165878,192.901090362766
261;141.025479271926,189.512464503173
262;137.468822377973,186.123838643581
263;133.912165484021,182.735212783988
264;130.355508590068,179.346586924396
265;126.798851696115,175.957961064803
266;123.242194802163,172.56933520521
267;119.68553790821,169.180709345618
268;116.128881014258,165.792083486025
269;112.572224120305,162.403457626433
270;109.015567226353,159.01483176684
271;113.887469203843,158.814399903652
272;118.796424545155,158.627983878032
273;123.705379886466,158.441567852413
274;128.614335227778,158.255151826793
275;133.52329056909,158.068735801174
276;138.432245910401,157.882319775554
277;143.341201251713,157.695903749935
278;148.250156593025,157.509487724316
279;153.159111934336,157.323071698696
280;158.068067275648,157.136655673077
281;162.97702261696,156.950239647457
282;167.885977958271,156.763823621838
283;172.794933299583,156.577407596218
284;177.703888640895,156.390991570599
285;182.612843982206,156.204575544979
286;187.521799323518,156.01815951936
287;192.43075466483,155.831743493741
288;197.339710006141,155.645327468121
289;202.248665347453,155.458911442502
290;207.157620688765,155.272495416882
291;212.066576030077,155.086079391263
292;216.975531371388,154.899663365644
293;221.8844867127,154.713247340024
294;226.793442054012,154.526831314405
295;231.702397395323,154.340415288785
296;236.611352736635,154.153999263166
297;241.520308077947,153.967583237546
298;246.429263419258,153.781167211927
299;251.33821876057,153.594751186307
300;256.247174101882,153.408335160688
301;261.156129443193,153.221919135069
302;266.065084784505,153.035503109449
303;266.933727461736,156.976352295828
304;266.851863937365,161.888163758108
305;266.770000412994,166.799975220387
306;266.688136888622,171.711786682666
307;266.606273364251,176.623598144945
308;266.52440983988,181.535409607225
309;266.442546315508,186.447221069504
310;266.360682791137,191.359032531783
311;266.278819266766,196.270843994062
312;266.196955742394,201.182655456342
313;266.115092218023,206.094466918621
314;266.033228693652,211.0062783809
315;265.95136516928,215.918089843179
316;265.869501644909,220.829901305459
317;265.787638120538,225.741712767738
318;265.705774596166,230.653524230017
319;265.623911071795,235.565335692296
320;265.542047547424,240.477147154576
321;265.460184023052,245.388958616855
322;265.378320498681,250.300770079134
323;265.29645697431,255.212581541413
324;265.214593449938,260.124393003693
325;265.132729925567,265.036204465972
326;265.050866401196,269.948015928251
327;266.368697046694,274.25959800674
328;269.983431336859,277.586201302762
329;273.598165627025,280.912804598784
330;277.21289991719,284.239407894805
331;280.827634207355,287.566011190827
332;284.442368497521,290.892614486849
333;288.057102787686,294.219217782871
334;291.671837077851,297.545821078892
335;295.286571368017,300.872424374914
336;298.901305658182,304.199027670936
337;302.516039948348,307.525630966958
338;306.130774238513,310.852234262979
339;309.745508528678,314.178837559001
340;313.360242818844,317.505440855023
341;316.974977109009,320.832044151045
342;320.589711399175,324.158647447066
343;324.20444568934,327.485250743088
344;327.819179979505,330.81185403911
345;331.433914269671,334.138457335132
346;335.048648559836,337.465060631154
347;338.663382850001,340.791663927175
348;342.278117140167,344.118267223197
349;345.892851430332,347.444870519219
350;349.507585720498,350.771473815241
351;353.122320010663,354.098077111262
352;356.737054300828,357.424680407284
353;360.351788590994,360.751283703306
354;363.966522881159,364.077886999328
355;367.581257171324,367.404490295349
356;371.19599146149,370.731093591371
357;374.810725751655,374.057696887393
358;378.425460041821,377.384300183415
359;382.040194331986,380.710903479436
360;385.654928622151,384.037506775458
361;389.269662912317,387.36411007148
362;392.884397202482,390.690713367502
363;396.499131492647,394.017316663523
364;400.113865782813,397.343919959545
365;402.271399927022,400.670523255567
366;398.656665636857,403.997126551589
367;395.041931346691,407.32372984761
368;391.427197056526,410.650333143632
369;387.81246276636,413.976936439654
370;384.197728476195,417.303539735676
371;380.58299418603,420.630143031697
372;376.968259895864,423.956746327719
373;373.353525605699,427.283349623741
374;369.738791315533,430.609952919763
375;366.124057025368,433.936556215785
376;362.509322735203,437.263159511806
377;358.894588445037,440.589762807828
378;355.279854154872,443.91636610385
379;351.665119864706,447.242969399872
380;348.050385574541,450.569572695893
381;344.435651284376,453.896175991915
382;340.82091699421,457.222779287937
383;337.206182704045,460.549382583959
384;333.59144841388,463.87598587998
385;329.976714123714,467.202589176002
386;326.361979833549,470.529192472024
387;322.747245543384,473.855795768046
388;319.132511253218,477.182399064067
389;315.517776963053,480.509002360089
390;311.903042672887,483.835605656111
391;308.288308382722,487.162208952133
392;304.673574092557,490.488812248154
393;301.058839802391,493.815415544176
394;297.444105512226,497.142018840198
395;293.82937122206,500.46862213622
396;290.214636931895,503.795225432241
397;286.59990264173,507.121828728263
398;282.985168351564,510.448432024285
399;279.370434061399,513.775035320307
400;275.755699771234,517.101638616329
401;272.140965481068,520.42824191235
402;268.526231190903,523.754845208372
403;265.003056912693,527.120238565909
404;265.127910474026,532.031145311696
405;265.25276403536,536.942052057484
406;265.377617596693,541.852958803272
407;265.502471158027,546.76386554906
408;265.627324719361,551.674772294847
409;265.752178280694,556.585679040635
410;265.877031842028,561.496585786422
411;266.001885403361,566.40749253221
412;266.126738964695,571.318399277998
413;266.251592526028,576.229306023786
414;266.376446087362,581.140212769573
415;266.501299648696,586.051119515361
416;266.626153210029,590.962026261148
417;266.751006771363,595.872933006936
418;266.875860332696,600.783839752724
419;267.00071389403,605.694746498511
420;267.125567455364,610.605653244299
421;267.250421016697,615.516559990087
422;267.375274578031,620.427466735874
423;267.500128139364,625.338373481662
424;267.624981700698,630.24928022745
425;267.749835262031,635.160186973237
426;267.874688823365,640.071093719025
427;267.999542384699,644.982000464813
428;271.576304176236,641.658433935717
429;275.165764500769,638.304575254108
430;278.755224825302,634.950716572498
431;282.344685149834,631.596857890889
432;285.934145474366,628.242999209279
433;289.523605798899,624.889140527669
434;293.113066123432,621.53528184606
435;296.702526447964,618.181423164451
436;300.291986772496,614.827564482841
437;303.881447097029,611.473705801232
438;307.470907421561,608.119847119622
439;311.060367746094,604.765988438013
440;314.649828070626,601.412129756403
441;318.239288395159,598.058271074794
442;321.828748719691,594.704412393184
443;325.418209044224,591.350553711575
444;329.007669368756,587.996695029965
445;332.597129693289,584.642836348356
446;336.186590017821,581.288977666746
447;339.776050342354,577.935118985137
448;343.365510666886,574.581260303527
449;346.954970991418,571.227401621918
450;350.544431315951,567.873542940308
451;354.133891640484,564.519684258699
452;357.723351965016,561.165825577089
453;361.312812289549,557.81196689548
454;364.902272614081,554.45810821387
455;368.491732938613,551.104249532261
456;372.081193263146,547.750390850651
457;375.670653587678,544.396532169042
458;379.260113912211,541.042673487432
459;382.849574236743,537.688814805823
460;386.439034561276,534.334956124213
461;390.028494885809,530.981097442604
462;393.617955210341,527.627238760994
463;397.207415534873,524.273380079385
464;400.796875859406,520.919521397775
465;404.386336183938,517.565662716166
466;407.975796508471,514.211804034556
467;411.565256833003,510.857945352947
468;415.154717157536,507.504086671337
469;418.744177482068,504.150227989728
470;422.333637806601,500.796369308118
471;425.923098131133,497.442510626509
472;429.512558455665,494.088651944899
473;433.102018780198,490.73479326329
474;436.691479104731,487.38093458168
475;440.280939429263,484.02707590007
476;443.870399753796,480.673217218461
477;447.459860078328,477.319358536852
478;451.049320402861,473.965499855242
479;454.638780727393,470.611641173633
480;458.228241051925,467.257782492023
481;461.817701376458,463.903923810414
482;465.407161700991,460.550065128804
483;468.996622025523,457.196206447195
484;472.586082350056,453.842347765585
485;476.175542674588,450.488489083976
486;479.765002999121,447.134630402366
487;483.354463323653,443.780771720757
488;486.943923648185,440.426913039147
489;490.533383972718,437.073054357538
490;494.12284429725,433.719195675928
491;497.712304621783,430.365336994319
492;501.301764946316,427.011478312709
493;504.891225270848,423.6576196311
494;508.48068559538,420.30376094949
495;512.070145919913,416.949902267881
496;515.659606244445,413.596043586271
497;519.249066568978,410.242184904662
498;522.83852689351,406.888326223052
499;526.427987218043,403.534467541443
500;524.033742218683,400.126801286332
501;520.505175617891,396.708934814193
502;516.976609017099,393.291068342053
503;513.448042416307,389.873201869913
504;509.919475815515,386.455335397774
505;506.390909214724,383.037468925634
506;502.862342613932,379.619602453494
507;499.33377601314,376.201735981355
508;495.805209412348,372.783869509215
509;492.276642811556,369.366003037076
510;488.748076210764,365.948136564936
511;485.219509609972,362.530270092797
512;481.69094300918,359.112403620657
513;478.162376408388,355.694537148517
514;474.633809807597,352.276670676378
515;471.105243206804,348.858804204238
516;467.576676606013,345.440937732099
517;464.048110005221,342.023071259959
518;460.519543404429,338.605204787819
519;456.990976803637,335.18733831568
520;453.462410202845,331.76947184354
521;449.933843602053,328.3516053714
522;446.405277001261,324.933738899261
523;442.876710400469,321.515872427121
524;439.348143799678,318.098005954982
525;435.819577198886,314.680139482842
526;432.291010598094,311.262273010702
527;428.762443997302,307.844406538563
528;425.23387739651,304.426540066423
529;421.705310795718,301.008673594283
530;418.176744194926,297.590807122144
531;414.648177594134,294.172940650004
532;411.119610993342,290.755074177865
533;407.59104439255,287.337207705725
534;404.062477791758,283.919341233585
535;400.533911190966,280.501474761446
536;397.005344590175,277.083608289306
537;393.476777989382,273.665741817166
538;389.948211388591,270.247875345027
539;386.419644787799,266.830008872888
540;382.891078187007,263.412142400748
541;379.362511586215,259.994275928608
542;375.833944985423,256.576409456469
543;372.305378384631,253.158542984329
544;368.776811783839,249.740676512189
545;365.248245183047,246.322810040049
546;361.719678582256,242.90494356791
547;358.191111981464,239.487077095771
548;354.662545380672,236.069210623631
549;351.13397877988,232.651344151491
550;347.605412179088,229.233477679352
551;344.076845578296,225.815611207212
552;340.548278977504,222.397744735072
553;337.019712376712,218.979878262933
554;333.49114577592,215.562011790793
555;329.962579175128,212.144145318654
556;326.434012574337,208.726278846514
557;322.905445973544,205.308412374374
558;319.376879372753,201.890545902235
559;315.84831277196,198.472679430095
560;312.319746171169,195.054812957955
561;308.791179570377,191.636946485816
562;305.262612969585,188.219080013676
563;301.734046368793,184.801213541537
564;298.205479768001,181.383347069397
565;294.676913167209,177.965480597257
566;291.148346566417,174.547614125118
567;287.619779965625,171.129747652978
568;284.091213364834,167.711881180839
569;280.562646764042,164.294014708699
570;277.03408016325,160.87614823656
571;273.505513562458,157.45828176442
572;274.815150499767,155.912572965846
573;279.72527684913,155.760084569903
574;284.635403198492,155.60759617396
575;289.545529547855,155.455107778017
576;294.455655897217,155.302619382074
577;299.365782246579,155.150130986131
578;304.275908595942,154.997642590188
579;309.186034945304,154.845154194245
580;314.096161294667,154.692665798302
581;319.006287644029,154.540177402359
582;323.916413993392,154.387689006416
583;328.826540342754,154.235200610473
584;333.736666692116,154.082712214531
585;338.646793041479,153.930223818588
586;343.556919390841,153.777735422645
587;348.467045740204,153.625247026702
588;353.377172089566,153.472758630759
589;358.287298438928,153.320270234816
590;363.197424788291,153.167781838873
591;368.107551137653,153.01529344293
592;373.017677487015,152.862805046987
593;377.927803836378,152.710316651044
594;382.83793018574,152.557828255101
595;387.748056535103,152.405339859158
596;392.658182884465,152.252851463215
597;397.568309233828,152.100363067272
598;402.478435583189,151.94787467133
599;407.388561932552,151.795386275387
600;412.298688281915,151.642897879444
601;417.208814631277,151.490409483501
602;422.11894098064,151.337921087558
603;427.029067330002,151.185432691615
604;431.939193679365,151.032944295672
605;432.968434045166,154.851046489717
606;432.928169056697,159.763375082991
607;432.887904068227,164.675703676266
608;432.847639079758,169.588032269541
609;432.807374091288,174.500360862815
610;432.767109102819,179.41268945609
611;432.726844114349,184.325018049365
612;432.68657912588,189.23734664264
613;432.646314137411,194.149675235914
614;432.606049148941,199.062003829189
615;432.565784160472,203.974332422464
616;432.525519172002,208.886661015738
617;432.485254183533,213.798989609013
618;432.444989195063,218.711318202288
619;432.404724206594,223.623646795562
620;432.364459218124,228.535975388836
621;432.324194229655,233.448303982111
622;432.283929241185,238.360632575386
623;432.243664252716,243.27296116866
624;432.203399264246,248.185289761936
625;432.163134275777,253.09761835521
626;432.122869287307,258.009946948485
627;432.082604298838,262.92227554176
628;432.042339310369,267.834604135034
629;432.002074321899,272.746932728309
630;435.381200317272,276.20587881934
631;438.946050161857,279.585884597909
632;442.510900006443,282.965890376479
633;446.075749851027,286.345896155048
634;449.640599695612,289.725901933618
635;453.205449540197,293.105907712187
636;456.770299384782,296.485913490756
637;460.335149229367,299.865919269326
638;463.899999073952,303.245925047895
639;467.464848918537,306.625930826465
640;471.029698763122,310.005936605034
641;474.594548607707,313.385942383604
642;478.159398452292,316.765948162173
643;481.724248296877,320.145953940743
644;485.289098141462,323.525959719312
645;488.853947986047,326.905965497881
646;492.418797830632,330.285971276451
647;495.983647675217,333.66597705502
648;499.548497519802,337.04598283359
649;503.113347364387,340.425988612159
650;506.678197208972,343.805994390729
651;510.243047053556,347.186000169298
652;513.807896898142,350.566005947868
653;517.372746742727,353.946011726437
654;520.937596587311,357.326017505006
655;524.502446431897,360.706023283576
656;528.067296276482,364.086029062145
657;531.632146121066,367.466034840715
658;535.196995965651,370.846040619284
659;538.761845810236,374.226046397854
660;542.326695654821,377.606052176423
661;545.891545499406,380.986057954993
662;549.456395343991,384.366063733562
663;553.021245188576,387.746069512132
664;556.586095033161,391.126075290701
665;560.150944877746,394.50608106927
666;563.715794722331,397.88608684784
667;566.719301207027,401.266035423191
668;563.15376256325,404.645314585576
669;559.588223919473,408.024593747962
670;556.022685275696,411.403872910348
671;552.457146631919,414.783152072734
672;548.891607988142,418.162431235119
673;545.326069344365,421.541710397504
674;541.760530700588,424.92098955989
675;538.194992056811,428.300268722276
676;534.629453413035,431.679547884661
677;531.063914769257,435.058827047047
678;527.49837612548,438.438106209433
679;523.932837481704,441.817385371818
680;520.367298837927,445.196664534204
681;516.80176019415,448.575943696589
682;513.236221550373,451.955222858975
683;509.670682906596,455.334502021361
684;506.105144262819,458.713781183746
685;502.539605619042,462.093060346132
686;498.974066975265,465.472339508518
687;495.408528331488,468.851618670903
688;491.842989687711,472.230897833289
689;488.277451043934,475.610176995674
690;484.711912400158,478.98945615806
691;481.14637375638,482.368735320446
692;477.580835112603,485.748014482831
693;474.015296468827,489.127293645217
694;470.44975782505,492.506572807602
695;466.884219181273,495.885851969988
696;463.318680537496,499.265131132373
697;459.753141893719,502.644410294759
698;456.187603249942,506.023689457145
699;452.622064606165,509.40296861953
700;449.056525962388,512.782247781916
701;445.490987318611,516.161526944301
702;441.925448674834,519.540806106687
703;438.359910031057,522.920085269073
704;434.79437138728,526.299364431458
705;433.039353943118,530.439944473303
706;433.118577406885,535.351799226895
707;433.197800870653,540.263653980487
708;433.277024334421,545.17550873408
709;433.356247798188,550.087363487672
710;433.435471261956,554.999218241265
711;433.514694725724,559.911072994857
712;433.593918189491,564.82292774845
713;433.673141653259,569.734782502043
714;433.752365117026,574.646637255635
715;433.831588580794,579.558492009227
716;433.910812044562,584.47034676282
717;433.990035508329,589.382201516412
718;434.069258972097,594.294056270004
719;434.148482435864,599.205911023597
720;434.227705899632,604.11776577719
721;434.3069293634,609.029620530782
722;434.386152827167,613.941475284375
723;434.465376290935,618.853330037967
724;434.544599754703,623.765184791559
725;434.62382321847,628.677039545152
726;434.703046682238,633.588894298744
727;434.782270146005,638.500749052337
728;434.861493609773,643.412603805929
729;434.940717073541,648.324458559522
730;435.894643829558,651.146489220077
731;439.449050710382,647.755503345268
732;443.003457591205,644.364517470459
733;446.557864472029,640.97353159565
734;450.112271352853,637.582545720841
735;453.666678233677,634.191559846033
736;457.221085114501,630.800573971224
737;460.775491995324,627.409588096415
738;464.329898876148,624.018602221606
739;467.884305756972,620.627616346797
740;471.438712637795,617.236630471989
741;474.993119518619,613.845644597179
742;478.547526399443,610.454658722371
743;482.101933280267,607.063672847562
744;485.65634016109,603.672686972753
745;489.210747041914,600.281701097944
746;492.765153922738,596.890715223135
747;496.319560803562,593.499729348326
748;499.873967684385,590.108743473518
749;503.428374565209,586.717757598709
750;506.982781446033,583.3267717239
751;510.537188326856,579.935785849091
752;514.09159520768,576.544799974282
753;517.646002088504,573.153814099473
754;521.200408969327,569.762828224665
755;524.754815850151,566.371842349856
756;528.309222730975,562.980856475047
757;531.863629611799,559.589870600238
758;535.418036492623,556.198884725429
759;538.972443373446,552.80789885062
760;542.52685025427,549.416912975811
761;546.081257135094,546.025927101002
762;549.635664015917,542.634941226194
763;553.190070896741,539.243955351385
764;556.744477777565,535.852969476576
765;560.298884658389,532.461983601767
766;563.853291539212,529.070997726958
767;567.407698420036,525.680011852149
768;570.96210530086,522.289025977341
769;574.516512181684,518.898040102532
770;578.070919062507,515.507054227723
771;581.625325943331,512.116068352914
772;585.179732824155,508.725082478105
773;588.734139704979,505.334096603296
774;592.288546585802,501.943110728487
775;595.842953466626,498.552124853678
776;599.39736034745,495.16113897887
777;602.951767228273,491.770153104061
778;606.506174109097,488.379167229252
779;610.060580989921,484.988181354443
780;613.614987870745,481.597195479634
781;617.169394751569,478.206209604825
782;620.723801632392,474.815223730017
783;624.278208513216,471.424237855208
784;627.83261539404,468.033251980399
785;631.387022274863,464.64226610559
786;634.941429155687,461.251280230781
787;638.495836036511,457.860294355972
788;642.050242917335,454.469308481164
789;645.604649798159,451.078322606354
790;649.159056678982,447.687336731546
791;652.713463559806,444.296350856737
792;656.26787044063,440.905364981928
793;659.822277321453,437.514379107119
794;663.376684202277,434.123393232311
795;666.931091083101,430.732407357501
796;670.485497963925,427.341421482693
797;674.039904844748,423.950435607884
798;677.594311725572,420.559449733075
799;681.148718606396,417.168463858266
800;684.703125487219,413.777477983457
801;688.257532368043,410.386492108648
802;691.811939248867,406.99550623384
803;695.366346129691,403.604520359031
804;693.094793018308,400.197329735309
805;689.559304858657,396.786623510704
806;686.023816699005,393.375917286099
807;682.488328539353,389.965211061494
808;678.952840379701,386.554504836888
809;675.417352220049,383.143798612283
810;671.881864060397,379.733092387677
811;668.346375900745,376.322386163072
812;664.810887741093,372.911679938467
813;661.275399581442,369.500973713862
814;657.73991142179,366.090267489256
815;654.204423262138,362.679561264651
816;650.668935102486,359.268855040045
817;647.133446942834,355.85814881544
818;643.597958783182,352.447442590835
819;640.06247062353,349.036736366229
820;636.526982463879,345.626030141624
821;632.991494304227,342.215323917019
822;629.456006144575,338.804617692414
823;625.920517984923,335.393911467808
824;622.385029825271,331.983205243203
825;618.849541665619,328.572499018597
826;615.314053505967,325.161792793992
827;611.778565346315,321.751086569387
828;608.243077186664,318.340380344781
829;604.707589027012,314.929674120176
830;601.17210086736,311.518967895571
831;597.636612707708,308.108261670965
832;594.101124548056,304.69755544636
833;590.565636388404,301.286849221755
834;587.030148228752,297.876142997149
835;583.4946600691,294.465436772544
836;579.959171909449,291.054730547939
837;576.423683749797,287.644024323333
838;572.888195590145,284.233318098728
839;569.352707430493,280.822611874123
840;565.817219270841,277.411905649517
841;562.281731111189,274.001199424912
842;558.746242951537,270.590493200306
843;555.210754791886,267.179786975702
844;551.675266632233,263.769080751096
845;548.139778472582,260.35837452649
846;544.60429031293,256.947668301885
847;541.068802153278,253.53696207728
848;537.533313993626,250.126255852675
849;533.997825833974,246.715549628069
850;530.462337674322,243.304843403464
851;526.926849514671,239.894137178859
852;523.391361355018,236.483430954253
853;519.855873195366,233.072724729648
854;516.320385035715,229.662018505042
855;512.784896876063,226.251312280437
856;509.249408716411,222.840606055832
857;505.713920556759,219.429899831227
858;502.178432397107,216.019193606621
859;498.642944237456,212.608487382016
860;495.107456077803,209.19778115741
861;491.571967918151,205.787074932805
862;488.0364797585,202.3763687082
863;484.500991598848,198.965662483594
864;480.965503439196,195.554956258989
865;477.430015279544,192.144250034384
866;473.894527119892,188.733543809778
867;470.35903896024,185.322837585173
868;466.823550800588,181.912131360567
869;463.288062640937,178.501425135963
870;459.752574481285,175.090718911357
871;456.217086321633,171.680012686752
872;452.681598161981,168.269306462146
873;449.146110002329,164.858600237541
874;445.610621842677,161.447894012936
